quarter_start,year,quarter,year_quarter,topic,metric_family,metric,submetric,value,display,source_file,source_url,provisional_note
2022-04-01,2022,Q2,2022 Q2,Infant mortality,IMR borough,IMR by borough,Bronx,5.04,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Infant mortality,IMR borough,IMR by borough,Brooklyn,3.13,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Infant mortality,IMR borough,IMR by borough,Manhattan,2.75,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Infant mortality,IMR borough,IMR by borough,Queens,4.12,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Infant mortality,IMR borough,IMR by borough,Staten Island,5.45,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Infant mortality,IMR race/ethnicity,IMR by race/ethnicity,Asian/PI,2.49,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Infant mortality,IMR race/ethnicity,IMR by race/ethnicity,Black,7.8,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Infant mortality,IMR race/ethnicity,IMR by race/ethnicity,Hispanic,4.53,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Infant mortality,IMR race/ethnicity,IMR by race/ethnicity,White,2.17,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,Pre-pregnancy diabetes,Pre-pregnancy diabetes,Pre-pregnancy diabetes,1.16,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,Pre-pregnancy hypertension,Pre-pregnancy hypertension,Pre-pregnancy hypertension,2.81,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,Prenatal care in first trimester,Prenatal care in first trimester,Prenatal care in first trimester,74.14,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Infant mortality,Total IMR,Total IMR,Total,4.1,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Births & maternal/infant health,Total births,Total births,Total,24457,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-04-01,2022,Q2,2022 Q2,Deaths & mortality,Total deaths,Total deaths,Total,13252,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,birthweight,Births by birthweight,Low,9.12,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,birthweight,Births by birthweight,Normal,90.87,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,birthweight,Births by birthweight,Very Low,1.37,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,borough,Births by borough,Bronx,4042,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,borough,Births by borough,Brooklyn,8218,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,borough,Births by borough,Manhattan,3338,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,borough,Births by borough,Non-NYC Residents,3262,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,borough,Births by borough,Queens,5266,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,borough,Births by borough,Staten Island,1249,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,coverage,Births by coverage,Medicaid,57,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,coverage,Births by coverage,Non-Medicaid,43,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,maternal age,Births by maternal age,20 to 29,8944,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,maternal age,Births by maternal age,30 to 39,14065,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,maternal age,Births by maternal age,40+,1830,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,maternal age,Births by maternal age,Under 20,537,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,maternal race/ethnicity,Births by maternal race/ethnicity,Asian/PI,3749,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,maternal race/ethnicity,Births by maternal race/ethnicity,Black,4406,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,maternal race/ethnicity,Births by maternal race/ethnicity,Hispanic,7735,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,maternal race/ethnicity,Births by maternal race/ethnicity,Other/Unknown,485,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,maternal race/ethnicity,Births by maternal race/ethnicity,White,9001,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,method,Births by method,Cesarean,32.74,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,method,Births by method,VBAC,2.72,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,method,Births by method,Vaginal,64.54,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,term,Births by term,Pre-term,9.64,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,term,Births by term,Term,90.36,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,term,Births by term,Very Pre-term,1.48,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,Breastfed infants,Breastfed infants,Breastfed infants,89.51,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,age,Deaths by age,1 to 24,180,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,age,Deaths by age,25 to 44,940,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,age,Deaths by age,45 to 64,2895,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,age,Deaths by age,65 to 84,5916,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,age,Deaths by age,85+,3954,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,age,Deaths by age,Under 1,116,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,cause,Deaths by cause,Accidents,352,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,cause,Deaths by cause,Alzheimer's,223,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,cause,Deaths by cause,CLRD,323,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,cause,Deaths by cause,COVID-19,477,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,cause,Deaths by cause,Cancer,2952,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,cause,Deaths by cause,Cerebrovascular Disease,514,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,cause,Deaths by cause,Chronic liver disease,181,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,cause,Deaths by cause,Diabetes,411,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,cause,Deaths by cause,Diseases of heart,3803,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,cause,Deaths by cause,Drug-related,819,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,cause,Deaths by cause,Homicide,136,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,cause,Deaths by cause,Hypertension,301,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,cause,Deaths by cause,Influenza and pneumonia,340,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,cause,Deaths by cause,Kidney disease,167,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,cause,Deaths by cause,Septicemia,266,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,cause,Deaths by cause,Suicide,141,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,race/ethnicity,Deaths by race/ethnicity,Asian/PI,1372,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,race/ethnicity,Deaths by race/ethnicity,Black,3908,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,race/ethnicity,Deaths by race/ethnicity,Hispanic,3108,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,race/ethnicity,Deaths by race/ethnicity,Other/Unknown,406,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,race/ethnicity,Deaths by race/ethnicity,White,5207,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,sex,Deaths by sex,Female,6649,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,sex,Deaths by sex,Male,7352,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Infant mortality,IMR age,IMR by age,Neonatal,2.64,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Infant mortality,IMR age,IMR by age,Post-neonatal,1.59,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Infant mortality,IMR borough,IMR by borough,Bronx,5.15,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Infant mortality,IMR borough,IMR by borough,Brooklyn,3.42,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Infant mortality,IMR borough,IMR by borough,Manhattan,2.51,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Infant mortality,IMR borough,IMR by borough,Queens,4.13,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Infant mortality,IMR borough,IMR by borough,Staten Island,5.79,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Infant mortality,IMR race/ethnicity,IMR by race/ethnicity,Asian/PI,1.85,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Infant mortality,IMR race/ethnicity,IMR by race/ethnicity,Black,8.32,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Infant mortality,IMR race/ethnicity,IMR by race/ethnicity,Hispanic,4.87,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Infant mortality,IMR race/ethnicity,IMR by race/ethnicity,White,2.28,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,Pre-pregnancy diabetes,Pre-pregnancy diabetes,Pre-pregnancy diabetes,1.25,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,Pre-pregnancy hypertension,Pre-pregnancy hypertension,Pre-pregnancy hypertension,2.71,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,Prenatal care in first trimester,Prenatal care in first trimester,Prenatal care in first trimester,72.23,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Infant mortality,Total IMR,Total IMR,Total,4.24,"per 1,000 live births",data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Births & maternal/infant health,Total births,Total births,Total,25376,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-07-01,2022,Q3,2022 Q3,Deaths & mortality,Total deaths,Total deaths,Total,14001,Number,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-10-01,2022,Q4,2022 Q4,Births & maternal/infant health,birthweight,Births by birthweight,Low,9.08,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-10-01,2022,Q4,2022 Q4,Births & maternal/infant health,birthweight,Births by birthweight,Normal,90.9,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
2022-10-01,2022,Q4,2022 Q4,Births & maternal/infant health,birthweight,Births by birthweight,Very Low,1.36,Percent,data_archive.csv,https://raw.githubusercontent.com/nychealth/provisional-vital-statistics/main/data_archive.csv,NYC DOHMH provisional quarterly data; recent quarters may change; overdose data lags six months; most other indicators lag about three months.
